mutation_id,seed_id,family,order,source_seed_path,mutant_path,mutation_category,mutation_subtype,operator_id,operator_origin,quantum_specific,equivalent_candidate,bug_description,testing_relevance,expected_effect,difficulty,likely_killable_by,primary_site,secondary_sites
TELEPORTATION_M006,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m006.py,A_gate_level_quantum_bugs,extra_gate_insertion,QGI_H_PLUS_Z,quantum-specific,True,False,Insert an extra Z gate immediately after the Hadamard on qubit 1.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_h,
TELEPORTATION_M007,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m007.py,A_gate_level_quantum_bugs,wrong_qubit,QQI_WRONG_H_QUBIT,quantum-specific,True,False,Move the Hadamard from qubit 1 to qubit 0.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_h,
TELEPORTATION_M008,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m008.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QCR_SWAP_CZ,quantum-specific,True,False,Replace CX with CZ.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M009,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m009.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QCR_SWAP_CY,quantum-specific,True,False,Replace CX with CY.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M010,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m010.py,A_gate_level_quantum_bugs,missing_control,QCR_DELETE_CONTROL,quantum-specific,True,False,Drop the control and apply X directly to target 2.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M011,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m011.py,A_gate_level_quantum_bugs,reversed_control_target,QCR_REVERSE_CONTROL,quantum-specific,True,False,Reverse the CX control/target relationship.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M012,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m012.py,A_gate_level_quantum_bugs,gate_deletion,QCR_DELETE_ENTANGLER,quantum-specific,True,False,Delete the CX entangling gate.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M013,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m013.py,A_gate_level_quantum_bugs,controlled_gate_replacement,QCR_SWAP_FOR_CONTROLLED,quantum-specific,True,False,Replace CX with SWAP.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M014,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m014.py,A_gate_level_quantum_bugs,extra_gate_insertion,QCR_DUPLICATE_ENTANGLER,quantum-specific,True,False,Apply the CX gate twice.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M015,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m015.py,A_gate_level_quantum_bugs,wrong_qubit,QQI_WRONG_TARGET,quantum-specific,True,False,Apply CX to the wrong target qubit 0.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_bell_cx,
TELEPORTATION_M016,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m016.py,A_gate_level_quantum_bugs,wrong_qubit,TEL_WRONG_Z_TARGET,quantum-specific,True,False,Apply the Z correction to the wrong qubit.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,tele_correction_z,
TELEPORTATION_M017,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m017.py,A_gate_level_quantum_bugs,gate_deletion,TEL_DELETE_Z,quantum-specific,True,False,Delete the phase correction branch.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,tele_correction_z,
TELEPORTATION_M018,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m018.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,TEL_X_FOR_Z,quantum-specific,True,False,Use X instead of Z in the first correction branch.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,tele_correction_z,
TELEPORTATION_M019,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m019.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site tele_correction_z.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,tele_correction_z,
TELEPORTATION_M020,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m020.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site tele_correction_z with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,tele_correction_z,
TELEPORTATION_M021,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m021.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site tele_correction_z and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,tele_correction_z,
TELEPORTATION_M022,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m022.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site tele_correction_z with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,tele_correction_z,
TELEPORTATION_M023,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m023.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site tele_correction_z.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,tele_correction_z,
TELEPORTATION_M024,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m024.py,A_gate_level_quantum_bugs,teleportation_correction_bug,TEL_SWAP_CLASSICAL,quantum-specific,True,False,Gate the X correction on the wrong classical register index.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,tele_correction_x,
TELEPORTATION_M025,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m025.py,A_gate_level_quantum_bugs,gate_deletion,TEL_DELETE_X,quantum-specific,True,False,Delete the bit-flip correction branch.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,tele_correction_x,
TELEPORTATION_M026,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m026.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,TEL_Z_FOR_X,quantum-specific,True,False,Use Z instead of X in the second correction branch.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,tele_correction_x,
TELEPORTATION_M027,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m027.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site tele_correction_x.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,tele_correction_x,
TELEPORTATION_M028,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m028.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site tele_correction_x with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,tele_correction_x,
TELEPORTATION_M029,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m029.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site tele_correction_x and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,tele_correction_x,
TELEPORTATION_M030,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m030.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site tele_correction_x with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,tele_correction_x,
TELEPORTATION_M031,teleportation,teleportation,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_m031.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site tele_correction_x.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,tele_correction_x,
TELEPORTATION_HO001,teleportation,teleportation,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_ho001.py,A_gate_level_quantum_bugs+A_gate_level_quantum_bugs,single_qubit_gate_replacement+controlled_gate_replacement,QGR_H_TO_X+QCR_SWAP_CZ,quantum-specific+quantum-specific,True,False,Higher-order mutant combining: Replace the Hadamard on qubit 1 with X. AND Replace CX with CZ.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,tele_bell_h,tele_bell_cx
TELEPORTATION_HO002,teleportation,teleportation,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/teleportation.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/teleportation/teleportation_ho002.py,A_gate_level_quantum_bugs+A_gate_level_quantum_bugs,single_qubit_gate_replacement+wrong_qubit,QGR_H_TO_X+TEL_WRONG_Z_TARGET,quantum-specific+quantum-specific,True,False,Higher-order mutant combining: Replace the Hadamard on qubit 1 with X. AND Apply the Z correction to the wrong qubit.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,tele_bell_h,tele_correction_z
SUPERDENSE_M001,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m001.py,I_classical_bugs,wrong_list_index,SD_WRONG_INDEX,classical-mutation-inspired,False,False,Read the wrong message bit when applying Z.,Classical indexing bugs are realistic in hybrid encoders that map bits to gates.,silent semantic failure,medium,unit tests,sd_encode_first,
SUPERDENSE_M002,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m002.py,A_gate_level_quantum_bugs,superdense_encoding_bug,SD_Z_TO_X,quantum-specific,True,False,Use X instead of Z for the first encoded bit.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,sd_encode_first,
SUPERDENSE_M003,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m003.py,A_gate_level_quantum_bugs,gate_deletion,SD_DELETE_FIRST,quantum-specific,True,False,Delete the first encoding branch.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,sd_encode_first,
SUPERDENSE_M004,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m004.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site sd_encode_first.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,sd_encode_first,
SUPERDENSE_M005,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m005.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site sd_encode_first with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,sd_encode_first,
SUPERDENSE_M006,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m006.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site sd_encode_first and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,sd_encode_first,
SUPERDENSE_M007,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m007.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site sd_encode_first with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,sd_encode_first,
SUPERDENSE_M008,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m008.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site sd_encode_first.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,sd_encode_first,
SUPERDENSE_M009,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m009.py,I_classical_bugs,wrong_constant,SD_WRONG_CONST,classical-mutation-inspired,False,False,Check for the wrong literal in the second encoding branch.,Wrong constants in classical decision logic frequently invert expected quantum behavior.,wrong distribution,easy,unit tests,sd_encode_second,
SUPERDENSE_M010,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m010.py,A_gate_level_quantum_bugs,single_qubit_gate_replacement,SD_X_TO_Y,quantum-specific,True,False,Use Y instead of X for the second encoded bit.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,sd_encode_second,
SUPERDENSE_M011,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m011.py,A_gate_level_quantum_bugs,wrong_qubit,SD_WRONG_QUBIT,quantum-specific,True,False,Apply the second encoding gate to Bob's qubit instead of Alice's.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,medium,unit tests|statistical output tests|equivalence checks,sd_encode_second,
SUPERDENSE_M012,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m012.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site sd_encode_second.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,sd_encode_second,
SUPERDENSE_M013,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m013.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site sd_encode_second with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,sd_encode_second,
SUPERDENSE_M014,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m014.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site sd_encode_second and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,sd_encode_second,
SUPERDENSE_M015,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m015.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site sd_encode_second with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,sd_encode_second,
SUPERDENSE_M016,superdense,superdense,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_m016.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site sd_encode_second.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,sd_encode_second,
SUPERDENSE_HO001,superdense,superdense,higher_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/superdense.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/superdense/superdense_ho001.py,I_classical_bugs+I_classical_bugs,wrong_list_index+wrong_constant,SD_WRONG_INDEX+SD_WRONG_CONST,classical-mutation-inspired+classical-mutation-inspired,False,False,Higher-order mutant combining: Read the wrong message bit when applying Z. AND Check for the wrong literal in the second encoding branch.,Higher-order mutants stress fault interactions and help evaluate robustness beyond one-bug-per-mutant cases.,silent semantic failure,hard,statistical output tests|equivalence checks,sd_encode_first,sd_encode_second
DEUTSCH_JOZSA_M001,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m001.py,A_gate_level_quantum_bugs,oracle_mutation,DJ_DELETE_ORACLE_ARM,quantum-specific,True,False,Delete one oracle arm from the balanced Deutsch-Jozsa oracle.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,dj_oracle,
DEUTSCH_JOZSA_M002,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m002.py,A_gate_level_quantum_bugs,controlled_gate_replacement,DJ_CZ_ORACLE,quantum-specific,True,False,Use CZ instead of CX in the oracle.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,dj_oracle,
DEUTSCH_JOZSA_M003,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m003.py,A_gate_level_quantum_bugs,reversed_control_target,DJ_REVERSE_ORACLE,quantum-specific,True,False,Reverse the control and target in one oracle interaction.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,dj_oracle,
DEUTSCH_JOZSA_M004,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m004.py,J_research_mutation_operators,statement_deletion,GEN_DELETE_STATEMENT,classical-mutation-inspired,False,False,Delete the statement block at mutation site dj_oracle.,Statement deletion is a canonical research mutation operator and creates controlled omissions in quantum workflows.,silent semantic failure,medium,unit tests|equivalence checks,dj_oracle,
DEUTSCH_JOZSA_M005,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m005.py,J_research_mutation_operators,statement_replacement,GEN_ASSERT_TRAP,classical-mutation-inspired,False,False,Replace the statement block at mutation site dj_oracle with a runtime assertion trap.,Statement replacement is useful for separating parser-level validity from executable mutant handling.,runtime failure,easy,unit tests,dj_oracle,
DEUTSCH_JOZSA_M006,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m006.py,I_classical_bugs,copy_paste_bug,GEN_COPY_PASTE,classical-mutation-inspired,False,False,Copy-paste the default block at mutation site dj_oracle and repeat it twice.,Copy-paste style mutations are realistic in circuit construction and workflow orchestration code.,silent semantic failure,medium,unit tests|equivalence checks,dj_oracle,
DEUTSCH_JOZSA_M007,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m007.py,J_research_mutation_operators,statement_replacement,GEN_PASS_BLOCK,classical-mutation-inspired,False,False,Replace the statement block at mutation site dj_oracle with pass.,Replacing behavior with a no-op is a compact way to model missing logic without necessarily breaking syntax.,silent semantic failure,medium,unit tests|equivalence checks,dj_oracle,
DEUTSCH_JOZSA_M008,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m008.py,J_research_mutation_operators,statement_replacement,GEN_SYNTAX_BREAK,classical-mutation-inspired,False,False,Inject a syntax error at mutation site dj_oracle.,Mutation datasets benefit from including a small class of parse-failing mutants for tooling robustness experiments.,syntax failure,easy,unit tests,dj_oracle,
DEUTSCH_JOZSA_M009,deutsch_jozsa,deutsch_jozsa,first_order,C:/Quantum-Bugs/quantum_mutation_dataset/seeds/deutsch_jozsa.py,C:/Quantum-Bugs/quantum_mutation_dataset/mutants/deutsch_jozsa/deutsch_jozsa_m009.py,A_gate_level_quantum_bugs,oracle_mutation,DJ_DELETE_FINAL_H,quantum-specific,True,False,Delete the final Hadamards used for interference.,"Quantum state evolution is path dependent, so a small gate mutation can silently change amplitudes or entanglement.",silent semantic failure,hard,unit tests|statistical output tests|equivalence checks,dj_final_h,
